"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"5137","동물병원","02_03_01_P","4590000","459000001020140001","20140403","","01","영업/정상","0000","정상","","","","","041-942-7062","313.8","","충청남도 청양군 청양읍 읍내리 289-5번지","충청남도 청양군 청양읍 문화예술로 109","33338","미래동물병원","20190121151518","U","2019-01-23 02:40:00.0","","181825.579479","327589.955632","동물병원","","000","",
"5138","동물병원","02_03_01_P","5700000","411000001020100004","20100427","","01","영업/정상","0000","정상","","","","","031-885-7475","97.5","","경기도 여주시 하동 430-5번지","경기도 여주시 청심로 17-7 (하동)","12619","나무동물병원","20170103162647","I","2018-08-31 23:59:59.0","","255103.705","422310.74","동물병원","","000","",
"5139","동물병원","02_03_01_P","3830000","383000001019960003","19961219","","01","영업/정상","0000","정상","","","","","031-443-3841","82.5","","경기도 안양시 만안구 안양동 847-10 3층, 지하층","경기도 안양시 만안구 안양로 374-1, 3층, 지하층 (안양동)","13990","안양축협동물병원","20211026103504","U","2021-10-28 02:40:00.0","","192570.555601073","433624.718987364","동물병원","","L00","0",
"5140","동물병원","02_03_01_P","3830000","383000001019970001","19970409","","01","영업/정상","0000","정상","","","","","031-446-7575","92.3","","경기도 안양시 만안구 안양동 414-2번지","경기도 안양시 만안구 안양로 212 (안양동, 태신주상복합)","14032","형제동물병원","20190114141418","U","2019-06-18 02:40:00.0","","193473.758101246","432272.808165512","동물병원","","000","",
"5141","동물병원","02_03_01_P","3830000","383000001019990001","19990407","","01","영업/정상","0000","정상","","","","","031-429-7575","38.28","","경기도 안양시 동안구 호계동 960-4번지","경기도 안양시 동안구 흥안대로 113 (호계동)","","한빛동물병원","20190114141525","U","2019-06-18 02:40:00.0","","196146.00734388","429811.799816129","동물병원","","000","",
"5142","동물병원","02_03_01_P","3830000","383000001020000002","20000422","","01","영업/정상","0000","정상","","","","","031-445-7505","35.97","","경기도 안양시 만안구 안양동 711-129번지 상가1층","경기도 안양시 만안구 장내로89번길 5 (안양동)","14002","신동물병원","20190114141623","U","2019-06-18 02:40:00.0","","192682.619280088","432605.46761192","동물병원","","000","",
"5143","동물병원","02_03_01_P","3910000","391000001019920002","19920129","","01","영업/정상","0000","정상","","","","","665-7763","0","","경기도 평택시 청북읍 어연리 108-1","경기도 평택시 청북읍 율북로 13","17792","건국동물병원 (출장진료 전문)","20210909100907","U","2021-09-11 02:40:00.0","","198358.236515497","394471.684790553","동물병원","","000","0",
"5144","동물병원","02_03_01_P","3910000","391000001019930001","19930211","","01","영업/정상","0000","정상","","","","","031-611-5736","0","","경기도 평택시 서정동 908-2","경기도 평택시 송탄로 202 (서정동)","17780","한호동물병원","20210825142033","U","2021-08-27 02:40:00.0","","205138.37713528","395581.356411596","동물병원","","000","0",
"5145","동물병원","02_03_01_P","3910000","391000001019940001","19940416","","01","영업/정상","0000","정상","","","","","665-0376","0","","경기도 평택시 청북면 어연리 108-1","경기도 평택시 청북면 율북로 13","17792","제갈동물병원 (출장진료 전문)","20210909101428","U","2021-09-11 02:40:00.0","","198425.38446000000","394779.87756400000","동물병원","","000","0",
"5146","동물병원","02_03_01_P","3910000","391000001019940003","19941128","","01","영업/정상","0000","정상","","","","","031-668-9935","0","","경기도 평택시 고덕면 동청리 25-8","경기도 평택시 고덕면 동청1길 35","17789","보람동물병원","20210825131620","U","2021-08-27 02:40:00.0","","200505.402579183","394811.616715169","동물병원","","000","0",
"5147","동물병원","02_03_01_P","3910000","391000001019980001","19980625","","01","영업/정상","0000","정상","","","","","657-1062","0","","경기도 평택시 평택동 71-6","경기도 평택시 평택로 80 (평택동)","17911","맥동물병원","20210226162032","U","2021-02-28 02:40:00.0","","207485.199945156","388052.940776789","동물병원","","000","",
"5148","동물병원","02_03_01_P","3910000","391000001019980002","19981215","","01","영업/정상","0000","정상","","","","","655-1101","0","","경기도 평택시 평택동 316번지 롯데인벤스 스카이 104호","경기도 평택시 평택로 17, 1층 104호 (평택동, 롯데인벤스 스카이)","17917","이모란동물병원","20180828135038","I","2018-08-31 23:59:59.0","","207845.655247883","387444.196115272","동물병원","","000","",
"5149","동물병원","02_03_01_P","3910000","391000001019990001","19990527","","01","영업/정상","0000","정상","","","","","611-1766","0","","경기도 평택시 지산동 777","경기도 평택시 지산로 34 (지산동)","17762","필립동물병원","20210913104842","U","2021-09-15 02:40:00.0","","205148.387909878","397470.126257405","동물병원","","000","0",
"5150","동물병원","02_03_01_P","3910000","391000001019990003","19991206","","01","영업/정상","0000","정상","","","","","654-2505","0","","경기도 평택시 비전동 866-11","경기도 평택시 문화촌로11번길 51-11 (비전동)","","믿음동물병원(출장진료 전문)","20211112085147","U","2021-11-14 02:40:00.0","","209985.536","388454.625","동물병원","","000","0",
"5151","동물병원","02_03_01_P","3910000","391000001020030002","20030517","","01","영업/정상","0000","정상","","","","","655-6941","0","","경기도 평택시 평택동 59-39","경기도 평택시 평택로 69 (평택동)","","PET25시동물병원","20210311152311","U","2021-03-13 02:40:00.0","","207516.742035408","387938.685850562","동물병원","","000","",
"5152","동물병원","02_03_01_P","4000000","400000001019960001","19960316","","01","영업/정상","0000","정상","","","","","031-374-4644","37","","경기도 오산시 오산동 609-55번지","경기도 오산시 성호대로 36 (오산동)","18130","진선동물병원","20190114134352","U","2019-01-16 02:40:00.0","","205722.832522196","405254.135064172","동물병원","","000","",
"5153","동물병원","02_03_01_P","4000000","400000001020010001","20010131","","01","영업/정상","0000","정상","","","","","031-377-7582","67.4","","경기도 오산시 원동 754-3번지","경기도 오산시 성호대로 108 (원동)","","오산동물병원","20190114134522","U","2019-01-16 02:40:00.0","","206440.205263559","405201.455378004","동물병원","","000","",
"5154","동물병원","02_03_01_P","4000000","400000001020020001","20020803","","01","영업/정상","0000","정상","","","","","031-374-1175","103.18","","경기도 오산시 원동 758-8번지","경기도 오산시 대원로 37-1 (원동)","18138","원 종합동물병원","20190114134703","U","2019-01-16 02:40:00.0","","206383.49366114","404971.457959398","동물병원","","000","",
"5155","동물병원","02_03_01_P","4000000","400000001020030001","20030725","","01","영업/정상","0000","정상","","","","","","245","","경기도 오산시 오산동 869-36","경기도 오산시 성호대로 97 (오산동)","18135","25시 종합동물병원","20210604172921","U","2021-06-06 02:40:00.0","","206350.535064093","405250.186270963","동물병원","","000","",
"5156","동물병원","02_03_01_P","4000000","400000001020060001","20060315","","01","영업/정상","0000","정상","","","","","031-373-8486","120.52","","경기도 오산시 원동 372-1 다모아프라자","경기도 오산시 경기대로 174, 다모아프라자 101,102호 (원동)","18144","우리동물병원","20220307153230","U","2022-03-09 02:40:00.0","","206488.106756651","404277.212622664","동물병원","","000","0",
"5157","동물병원","02_03_01_P","4000000","400000001020110002","20110916","","01","영업/정상","0000","정상","","","","","031-374-2579","0","","경기도 오산시 금암동 516-6 웅신아트프라자","경기도 오산시 수청로 189, 웅신아트프라자 104,202호 (금암동)","18109","미소 동물병원","20220720162256","U","2022-07-22 02:40:00.0","","204004.333509624","408331.949848515","동물병원","","000","0",
"5158","동물병원","02_03_01_P","4000000","400000001020140001","20140201","","01","영업/정상","0000","정상","","","","","031-378-1514","0","","경기도 오산시 원동 841번지 파크스퀘어 105,6호","경기도 오산시 원동로 6, 파크스퀘어 105,106호 (원동)","18143","저스트벳 동물병원","20190114135619","U","2019-01-16 02:40:00.0","","206118.273622077","404474.595570101","동물병원","","000","",
"5159","동물병원","02_03_01_P","4000000","400000001020140002","20140508","","01","영업/정상","0000","정상","","","","","031-374-1275","0","","경기도 오산시 갈곶동 659-1번지 광성빌딩 101호","경기도 오산시 오산로 91-10 (갈곶동, 광성빌딩 101호)","18147","참동물병원","20190114135706","U","2019-01-16 02:40:00.0","","206031.385543413","403734.044900867","동물병원","","000","",
"5160","동물병원","02_03_01_P","3910000","391000001019780001","19780407","","01","영업/정상","0000","정상","","","","","655-4980","0","","경기도 평택시 통복동 109-3번지","경기도 평택시 평택로 105 (통복동)","","종합동물병원","20040510093901","I","2018-08-31 23:59:59.0","","207286.490424115","388238.07357317","동물병원","","000","",
"5161","동물병원","02_03_01_P","3910000","391000001020110001","20110415","","01","영업/정상","0000","정상","","","","","651-8272","0","","경기도 평택시 비전동 191-2번지","경기도 평택시 평남로 655 (비전동)","","튼튼동물병원","20110415142031","I","2018-08-31 23:59:59.0","","209478.98801192","387879.855059795","동물병원","","000","",
"5162","동물병원","02_03_01_P","3910000","391000001020110002","20110518","","01","영업/정상","0000","정상","","","","","031-652-8921","0","","경기도 평택시 합정동 507-19","경기도 평택시 중앙2로 79, 1층 (합정동)","17908","이형윤동물병원","20210825142159","U","2021-08-27 02:40:00.0","","208463.893462724","387727.929195133","동물병원","","000","0",
"5163","동물병원","02_03_01_P","3910000","391000001020110004","20110915","","01","영업/정상","0000","정상","","","","","031-657-4671","0","","경기도 평택시 동삭동 662-4 103호","경기도 평택시 평남로 1050, 1층 103호 (동삭동)","17848","two현동물병원","20210915115443","U","2021-09-17 02:40:00.0","","208354.059089971","389814.735187844","동물병원","","000","0",
"5164","동물병원","02_03_01_P","3910000","391000001020120001","20120209","","01","영업/정상","0000","정상","","","","","031-692-7114","107.09","","경기도 평택시 팽성읍 안정리 113-224","경기도 평택시 팽성읍 안정쇼핑로 3","17982","강남동물병원","20210909143729","U","2021-09-11 02:40:00.0","","203786.038393948","384175.779298464","동물병원","","000","0",
"5165","동물병원","02_03_01_P","3910000","391000001019880001","19831027","","01","영업/정상","0000","정상","","","","","031-682-2470","0","","경기도 평택시 안중읍 안중리 245-17","경기도 평택시 안중읍 안중로99번길 13-1","","오암동물병원","20210825141939","U","2021-08-27 02:40:00.0","","193467.398374431","387590.508232604","동물병원","","000","0",
"5166","동물병원","02_03_01_P","3910000","391000001019910001","19910426","","01","영업/정상","0000","정상","","","","","662-4805","0","","경기도 평택시 지산동 766-4번지","경기도 평택시 탄현로 310-1 (지산동)","17757","심재훈동물병원","20140610104558","I","2018-08-31 23:59:59.0","","204843.240912814","397593.301826704","동물병원","","000","",
"5167","동물병원","02_03_01_P","4050000","564000001020140003","20140319","","01","영업/정상","0000","정상","","","","","","154.53","","경기도 용인시 수지구 상현동 1099번지 33통힐프라자 101호","경기도 용인시 수지구 수지로 77, 101호 (상현동, 힐프라자)","16857","수지동물의료원","20170627104542","I","2018-08-31 23:59:59.0","","206474.204994734","422940.915491381","동물병원","","000","",
"5168","동물병원","02_03_01_P","4050000","564000001020140004","20140605","","01","영업/정상","0000","정상","","","","","031-262-8700","107.73","","경기도 용인시 수지구 풍덕천동 697-3번지","경기도 용인시 수지구 수지로296번길 30 (풍덕천동)","16836","순수동물병원","20141020183757","I","2018-08-31 23:59:59.0","","208115.923699254","424557.824088525","동물병원","","000","",
"5169","동물병원","02_03_01_P","4050000","564000001020150002","20150410","","01","영업/정상","0000","정상","","","","","031-892-7775","60.48","","경기도 용인시 수지구 성복동 278-1번지","경기도 용인시 수지구 성복1로 106, 107호 (성복동, 벽산프라자)","16853","해담은동물병원","20150410085947","I","2018-08-31 23:59:59.0","","205983.214344311","423862.271993382","동물병원","","000","",
"5170","동물병원","02_03_01_P","4050000","564000001020150003","20150410","","01","영업/정상","0000","정상","","","","","031-272-7583","45.24","","경기도 용인시 수지구 성복동 162-2번지 예반아이엔프라자 113호","경기도 용인시 수지구 성복2로 100, 113호 (성복동, 예반아이엔프라자)","16850","즐거운동물병원","20150410141831","I","2018-08-31 23:59:59.0","","206620.033764548","423723.238424307","동물병원","","000","",
"5171","동물병원","02_03_01_P","4050000","405000001020040006","20040805","","01","영업/정상","0000","정상","","","","","263-3575","0","","경기도 용인시 수지구 성복동 740-1번지 6통3반 드림타워 B101호","경기도 용인시 수지구 성복2로76번길 26-3, B101호 (성복동, 드림타워)","16848","성복동물병원","20130327164432","I","2018-08-31 23:59:59.0","","207102.821071061","423695.354041086","동물병원","","000","",
"5172","동물병원","02_03_01_P","4050000","405000001020050009","20050707","","01","영업/정상","0000","정상","","","","","031-320-8936","374.7","","경기도 용인시 처인구 포곡읍 유운리 505","경기도 용인시 처인구 포곡읍 에버랜드로376번길 1-27","17022","삼성안내견학교 부속동물병원","20210423095603","U","2021-04-25 02:40:00.0","","218290.8221773","422276.722498098","동물병원","","L00","",
"5173","동물병원","02_03_01_P","4050000","564000001020160001","20160114","","01","영업/정상","0000","정상","","","","","031-264-7502","110.05","","경기도 용인시 수지구 죽전동 1254-3번지 104호","경기도 용인시 수지구 대지로 58 (죽전동, 선진포리스트)","16873","죽전예담동물병원","20160114092905","I","2018-08-31 23:59:59.0","","210159.350235868","425189.454948553","동물병원","","000","",
"5174","동물병원","02_03_01_P","4050000","564000001020160002","20160425","","01","영업/정상","0000","정상","","","","","031-898-4300","0","","경기도 용인시 수지구 풍덕천동 100-17","경기도 용인시 수지구 포은대로 450 (풍덕천동)","16834","하임동물병원","20211020145052","U","2021-10-22 02:40:00.0","","208812.779174878","424478.133884225","동물병원","","000","0",
"5175","동물병원","02_03_01_P","4050000","564000001020160003","20160428","","01","영업/정상","0000","정상","","","","","031-548-2911","0","","경기도 용인시 수지구 신봉동 955-1번지","경기도 용인시 수지구 신봉2로 115-46, 1층 (신봉동)","16811","어울림동물병원","20160428163748","I","2018-08-31 23:59:59.0","","206071.479260315","425242.950367542","동물병원","","000","",
"5176","동물병원","02_03_01_P","4050000","564000001020170001","20170425","","01","영업/정상","0000","정상","","","","","0312127515","0","","경기도 용인시 수지구 상현동 1130-2","경기도 용인시 수지구 광교마을로 91, 102,103호 (상현동)","16942","광교호수 동물병원","20220608160525","U","2022-06-10 02:40:00.0","","206551.740008927","421754.640666302","동물병원","","000","0",
"5177","동물병원","02_03_01_P","4050000","564000001020170002","20170426","","01","영업/정상","0000","정상","","","","","0318937982","0","","경기도 용인시 수지구 상현동 1117-8","경기도 용인시 수지구 광교중앙로 297, 102, 201~203호 (상현동)","16944","다올동물의료센터 광교점","20220502102854","U","2022-05-04 02:40:00.0","","206013.05685862","421638.835982637","동물병원","","000","0",
"5178","동물병원","02_03_01_P","4050000","564000001020170003","20170629","","01","영업/정상","0000","정상","","","","","031-261-7512","0","","경기도 용인시 수지구 죽전동 1282","경기도 용인시 수지구 포은대로 552, 3층 (죽전동, 이마트)","16896","죽전 쿨펫동물병원","20220921130925","U","2022-09-23 02:40:00.0","","209673.343935571","424823.677791642","동물병원","","000","0",
"5179","동물병원","02_03_01_P","4170000","417000001019950001","19950421","","01","영업/정상","0000","정상","","","","","","13.2","","경기도 양평군 용문면 다문리 705-4","경기도 양평군 용문면 용문로 331","12521","양동진동물병원(출장전문)","20220303083305","U","2022-03-05 02:40:00.0","","252235.584515712","442468.241087713","동물병원","","000","0",
"5180","동물병원","02_03_01_P","4170000","417000001020090001","20090406","","01","영업/정상","0000","정상","","","","","","112.13","","경기도 양평군 서종면 문호리 700-7","경기도 양평군 서종면 북한강로 817","12502","폴의골목 동물병원","20220303083522","U","2022-03-05 02:40:00.0","","230771.105415966","456491.723844037","동물병원","","000","0",
"5181","동물병원","02_03_01_P","3910000","391000001019800001","19800918","","01","영업/정상","0000","정상","","","","","031-666-6501","0","","경기도 평택시 서정동 303-1","경기도 평택시 서정역로58번길 30 (서정동)","","경기동물병원(출장진료 전문)","20211112085051","U","2021-11-14 02:40:00.0","","204789.268442002","395373.036356228","동물병원","","000","0",
"5182","동물병원","02_03_01_P","4170000","417000001020100001","20100308","","01","영업/정상","0000","정상","","","","","031-771-7278","53.85","","경기도 양평군 양서면 양수리 565-11","경기도 양평군 양서면 양수로 170, 1층","12585","개포동물병원","20210910160325","U","2021-09-12 02:40:00.0","","228007.744278274","449274.886431568","동물병원","","000","0",
"5183","동물병원","02_03_01_P","4170000","417000001020120001","20120626","","01","영업/정상","0000","정상","","","","","031-772-3332","65.28","","경기도 양평군 양평읍 양근리 284-1","경기도 양평군 양평읍 양근로 214","12555","양평가축병원","20220808164734","U","2022-08-10 02:40:00.0","","243430.071317703","443018.334412458","동물병원","","000","0",
"5184","동물병원","02_03_01_P","4170000","417000001020130001","20130909","","01","영업/정상","0000","정상","","","","","031-772-0075","414.08","","경기도 양평군 양평읍 공흥리 468-23","경기도 양평군 양평읍 시민로 90","12561","참 좋은 동물병원","20220304180120","U","2022-03-06 02:40:00.0","","244272.555716225","443260.244570934","동물병원","","000","0",
"5185","동물병원","02_03_01_P","4170000","417000001020180001","20180620","","01","영업/정상","0000","정상","","","","","031-771-7585","0","","경기도 양평군 용문면 다문리 721-7","경기도 양평군 용문면 다문중앙1길 3","12521","용문조아동물병원","20210712094852","U","2021-07-14 02:40:00.0","","252340.682762063","442615.070227504","동물병원","","000","0",
"5186","동물병원","02_03_01_P","4050000","405000001019900001","19900302","","01","영업/정상","0000","정상","","","","","332-3070","18.3","","경기도 용인시 처인구 역북동 722-1번지","경기도 용인시 처인구 명지로 17 (역북동)","","용인동물병원","20190118143417","U","2019-01-20 02:40:00.0","","216708.324123275","414743.08452742","동물병원","","000","",
"5187","동물병원","02_03_01_P","4050000","405000001019920001","19920122","","01","영업/정상","0000","정상","","","","","332-4179","0","","경기도 용인시 처인구 백암면 백암리 415번지","경기도 용인시 처인구 백암면 백암로201번길 24","","제일동물병원","20190118143449","U","2019-01-20 02:40:00.0","","233025.505395094","407105.510939398","동물병원","","000","",
"5188","동물병원","02_03_01_P","4050000","405000001019990001","19990514","","01","영업/정상","0000","정상","","","","","334-3304","0","","경기도 용인시 처인구 포곡읍 전대리 152-2번지","경기도 용인시 처인구 포곡읍 전대로 27-2","17023","포곡동물병원","20190118143615","U","2019-01-20 02:40:00.0","","219551.734273501","420009.782823463","동물병원","","000","",
"5189","동물병원","02_03_01_P","4050000","405000001019990003","19991213","","01","영업/정상","0000","정상","","","","","332-7951","0","","경기도 용인시 처인구 원삼면 좌항리 141-6","경기도 용인시 처인구 원삼면 좌찬로 93","17166","한솔동물병원","20210412105638","U","2021-04-14 02:40:00.0","","228364.244431877","411377.414630999","동물병원","","000","",
"5190","동물병원","02_03_01_P","3910000","391000001019840001","19840119","","01","영업/정상","0000","정상","","","","","031-681-2406","0","","경기도 평택시 안중읍 안중리 253-9","경기도 평택시 안중읍 안중로 94, 105동 (평창빌딩)","17936","정동물병원","20210825141902","U","2021-08-27 02:40:00.0","","193434.902464935","387434.553103312","동물병원","","000","0",
"5191","동물병원","02_03_01_P","4050000","564000001020130005","20131030","","01","영업/정상","0000","정상","","","","","031-213-7522","45.43","","","경기도 용인시 수지구 광교중앙로 302, 1층 101호 (상현동, 광교지구 블루스퀘어)","448130","웰 동물병원","20131030213645","I","2018-08-31 23:59:59.0","","206076.945363164","421683.183405988","동물병원","","000","",
"5192","동물병원","02_03_01_P","4050000","564000001020140001","20140312","","01","영업/정상","0000","정상","","","","","031-896-7590","0","","경기도 용인시 수지구 신봉동 23","경기도 용인시 수지구 신봉1로 68, 106,107호 (신봉동)","16815","스카이동물병원","20211112144216","U","2021-11-14 02:40:00.0","","206866.132825151","424521.993440887","동물병원","","000","0",
"5193","동물병원","02_03_01_P","4050000","564000001020140002","20140318","","01","영업/정상","0000","정상","","","","","031-264-1997","56.43","","경기도 용인시 수지구 성복동 129-1번지","경기도 용인시 수지구 성복2로 114, 111호 (성복동, 플러스클리닉수지센터)","16851","꿈에동물병원","20140318111506","I","2018-08-31 23:59:59.0","","206444.574490435","423783.671212645","동물병원","","000","",
"5194","동물병원","02_03_01_P","4050000","562000001020090001","20090629","","01","영업/정상","0000","정상","","","","","321-7510","76","","경기도 용인시 처인구 김량장동 12-15번지 남곡빌딩","경기도 용인시 처인구 백옥대로 1058, 남곡빌딩 (김량장동)","17063","용인센트럴동물병원","20191218143141","U","2019-12-20 02:40:00.0","","218619.617001082","414282.600305836","동물병원","","000","",
"5195","동물병원","02_03_01_P","4050000","562000001020090002","20090930","","01","영업/정상","0000","정상","","","","","070-8807-8375","100.43","","경기도 용인시 처인구 백암면 백암리 436-1","경기도 용인시 처인구 백암면 백암로185번길 46","","마리동물의료센터","20211224104803","U","2021-12-26 02:40:00.0","","232954.947901659","406995.761279555","동물병원","","000","0",
"5196","동물병원","02_03_01_P","4050000","562000001020120001","20120109","","01","영업/정상","0000","정상","","20120710","20120930","","031-334-4589","49","","경기도 용인시 처인구 삼가동 197-30번지","경기도 용인시 처인구 중부대로 1136 (삼가동)","17091","(주)펫동물병원","20190118144509","U","2019-01-20 02:40:00.0","","215148.340128038","415368.038179117","동물병원","","L00","",
"5197","동물병원","02_03_01_P","4050000","562000001020120002","20120220","","01","영업/정상","0000","정상","","","","","031-339-5575","63.15","","경기도 용인시 처인구 마평동 907번지","경기도 용인시 처인구 경안천로 2 (마평동)","17154","굿모닝동물병원","20120220100053","I","2018-08-31 23:59:59.0","","218677.250596305","414645.733950627","동물병원","","000","",
"5198","동물병원","02_03_01_P","4050000","562000001020120003","20120621","","01","영업/정상","0000","정상","","","","","","50","","경기도 용인시 처인구 마평동 858-9번지","경기도 용인시 처인구 중부대로 1510 (마평동)","17145","스마일동물병원","20120621145357","I","2018-08-31 23:59:59.0","","218756.128187252","414583.644455656","동물병원","","000","",
"5199","동물병원","02_03_01_P","4050000","562000001020060001","20060526","","01","영업/정상","0000","정상","","","","","031-320-8708","151.96","","경기도 용인시 처인구 포곡읍 전대리 483","경기도 용인시 처인구 포곡읍 에버랜드로 199","17023","에버랜드 동물병원","20210423094759","U","2021-04-25 02:40:00.0","","218511.288916561","420965.584193741","동물병원","","L00","",
"5200","동물병원","02_03_01_P","4140000","414000001019900001","19900130","","01","영업/정상","0000","정상","","","","","835-0815","0","","경기도 연천군 전곡읍 전곡리 302-27번지 2통17반","경기도 연천군 전곡읍 전곡역로 47","11028","성심동물병원","20131226092204","I","2018-08-31 23:59:59.0","","205916.896446982","502320.136245383","동물병원","","000","",
"5201","동물병원","02_03_01_P","3820000","382000001020150004","20151102","","01","영업/정상","0000","정상","","","","","031-852-3119","0","","경기도 의정부시 용현동 14-3","경기도 의정부시 충의로 49 (용현동, 용운빌딩)","11789","현대동물의료센터","20220921085057","U","2022-09-23 02:40:00.0","","207635.889238126","470408.423773618","동물병원","","000","0",
"5202","동물병원","02_03_01_P","3820000","382000001020160001","20160225","","01","영업/정상","0000","정상","","","","","031-876-7511","0","","경기도 의정부시 장암동 20-14","경기도 의정부시 회룡로 178 (장암동)","11718","나은동물병원","20220402163651","U","2022-04-04 02:40:00.0","","204643.312850085","469326.420564459","동물병원","","000","0",
"5203","동물병원","02_03_01_P","3820000","382000001020160003","20160629","","01","영업/정상","0000","정상","","","","","031-851-0901","260.8","","경기도 의정부시 의정부동 16-1 탑빌딩","경기도 의정부시 호국로 1336, 탑빌딩 2층 (의정부동)","11693","펫인쥬동물메디컬센터","20210830160158","U","2021-09-01 02:40:00.0","","204544.135021253","471287.903852171","동물병원","","000","0",
"5204","동물병원","02_03_01_P","3820000","382000001020160005","20161007","","01","영업/정상","0000","정상","","","","","031-822-6619","0","","경기도 의정부시 민락동 843-3번지 30통2반 송림프라자 201동 403호","경기도 의정부시 오목로 215, 1층 104호 (민락동, 송림프라자)","11813","나라동물병원","20161007150243","I","2018-08-31 23:59:59.0","","208661.528864685","471452.548793201","동물병원","","000","",
"5205","동물병원","02_03_01_P","3820000","382000001020170002","20170425","","01","영업/정상","0000","정상","","","","","","0","","경기도 의정부시 녹양동 326-5","경기도 의정부시 비우로 100, 1층 (녹양동)","11613","녹양돌봄동물병원","20220106140458","U","2022-01-08 02:40:00.0","","203269.332625966","472857.46914463","동물병원","","000","0",
"5206","동물병원","02_03_01_P","3820000","382000001020170003","20170927","","01","영업/정상","0000","정상","","","","","031-852-7502","0","","경기도 의정부시 민락동 849번지","경기도 의정부시 민락로 210, 4층 (민락동, 이마트)","11814","위즈펫동물병원","20190114161250","U","2019-01-16 02:40:00.0","","208951.542114843","471192.156816017","동물병원","","000","",
"5207","동물병원","02_03_01_P","4170000","417000001019720001","19720801","","01","영업/정상","0000","정상","","","","19980802","031-773-3176","0","","경기도 양평군 용문면 다문리 728-18","경기도 양평군 용문면 용문로 353","12522","용문동물병원","20220303083000","U","2022-03-05 02:40:00.0","","252390.958909118","442625.387267043","동물병원","","000","0",
"5208","동물병원","02_03_01_P","4000000","400000001020140003","20140702","","01","영업/정상","0000","정상","","","","","031-375-8875","425.05","","경기도 오산시 원동 299-1 101호, 201호","경기도 오산시 운천로 3 (원동, 101호, 201호)","18140","경기동물메디컬센터","20200924175158","U","2020-09-26 02:40:00.0","","206510.940307089","404581.79465757","동물병원","","000","",
"5209","동물병원","02_03_01_P","4050000","405000001020000003","20001124","","01","영업/정상","0000","정상","","","","","287-7275","0","","경기도 용인시 기흥구 마북동 173","경기도 용인시 기흥구 마북로 141, 104호 (마북동)","16910","해피동물병원","20201216103821","U","2020-12-18 02:40:00.0","","210757.584255149","422356.139351444","동물병원","","000","",
"5210","동물병원","02_03_01_P","4170000","417000001019790001","19791115","","01","영업/정상","0000","정상","","","","","772-2727","70.56","","경기도 양평군 양평읍 도곡리 286-1","경기도 양평군 양평읍 미리내길 96","12564","유일동물병원","20220303083108","U","2022-03-05 02:40:00.0","","247232.490946105","442233.918916797","동물병원","","000","0",
"5211","동물병원","02_03_01_P","4170000","417000001019910001","19910316","","01","영업/정상","0000","정상","","","","","031-772-8275","0","","경기도 양평군 양평읍 공흥리 484-4","경기도 양평군 양평읍 남북로 97","12559","우람동물병원","20220303083233","U","2022-03-05 02:40:00.0","","244356.031604811","443365.285767752","동물병원","","000","0",
"5212","동물병원","02_03_01_P","3910000","391000001020050002","20050510","","01","영업/정상","0000","정상","","","","","686-7582","57.47","","경기도 평택시 안중읍 현화리 45번지","경기도 평택시 안중읍 안현로서6길 38","","현화동물병원","20050510143501","I","2018-08-31 23:59:59.0","","193264.914043534","387025.577477067","동물병원","","000","",
"5213","동물병원","02_03_01_P","3910000","391000001020050003","20050615","","01","영업/정상","0000","정상","","","","","665-0046","0","","경기도 평택시 지산동 824-2번지","경기도 평택시 탄현로 276 (지산동)","","안창선동물병원","20070327183045","I","2018-08-31 23:59:59.0","","204869.413901141","397261.393229205","동물병원","","000","",
"5214","동물병원","02_03_01_P","3910000","391000001020050004","20050929","","01","영업/정상","0000","정상","","","","","031-683-3003","0","","경기도 평택시 안중읍 안중리 194-14","경기도 평택시 안중읍 서해로 1146-20","17934","평택축협동물병원","20210825141821","U","2021-08-27 02:40:00.0","","194709.272944876","388266.142117707","동물병원","","L00","0",
"5215","동물병원","02_03_01_P","4140000","414000001020120002","20120910","","01","영업/정상","0000","정상","","","","","","80","","경기도 연천군 전곡읍 전곡리 289-32번지","경기도 연천군 전곡읍 양연로 1597","11027","한주동물병원","20150518113250","I","2018-08-31 23:59:59.0","","205753.019370039","502126.73917123","동물병원","","000","",
"5216","동물병원","02_03_01_P","4140000","414000001020150003","20151218","","01","영업/정상","0000","정상","","","","","832-7771","30","","경기도 연천군 전곡읍 전곡리 468-24","경기도 연천군 전곡읍 전곡로 140","11034","사랑동물병원","20220107101630","U","2022-01-09 02:40:00.0","","206002.289622469","502441.889221535","동물병원","","000","0",
"5217","동물병원","02_03_01_P","4140000","414000001020180001","20180615","","01","영업/정상","0000","정상","","","","","031-833-1722","0","","경기도 연천군 전곡읍 전곡리 306-3번지 제일상가","경기도 연천군 전곡읍 은전로78번길 92, 제일상가 1층 101호","11034","혜성동물병원","20180619103003","I","2018-08-31 23:59:59.0","","206057.767068945","502397.313985543","동물병원","","000","",
